Order ID,Customer Name,Order Date,Product Category,Quantity,Price,Total Amount,Country
ORD11212,Customer_1212,2023-02-20 12:00:01,Books,6,493.38,2960.28,United States
ORD10651,Customer_651,2023-01-28 03:00:00,Clothing,8,332.31,2658.48,Germany
ORD10334,Customer_334,2023-01-14 22:00:01,Home,7,444.1,3108.7000000000003,United Kingdom
ORD11221,Customer_1221,2023-02-20 21:00:00,Home,7,68.32,478.24,United States
ORD11173,Customer_1173,2023-02-18 21:00:00,Clothing,5,200.5,1002.5,Germany
ORD10649,Customer_649,2023-01-28 01:00:00,Clothing,1,218.74,218.74,France
ORD11720,Customer_1720,2023-03-13 16:00:00,Home,4,189.4,757.6,U.K.
ORD10617,Customer_617,2023-01-26 17:00:00,Clothing,1,112.85,112.85,United States
ORD10032,Customer_32,2023-01-02 08:00:00,Home,9,39.94,359.46,United Kingdom
ORD12045,Customer_2045,2023-03-27 05:00:00,Home,8,177.06,1416.48,United States
ORD11925,Customer_1925,2023-03-22 05:00:01,Sports,8,207.78,1662.24,Germany
ORD10450,Customer_450,2023-01-19 18:00:00,Books,1,78.23,78.23,U.K.
ORD11554,Customer_1554,2023-03-06 18:00:00,Electronics,3,234.29,1254.8823322932917,United Kingdom
ORD10196,Customer_196,2023-01-09 04:00:00,Books,2,20.89,41.78,France
ORD11845,Customer_1845,2023-03-18 21:00:00,Sports,7,283.15,1982.05,Germany
ORD11756,Customer_1756,2023-03-15 04:00:00,Books,3,482.82,1448.46,France
ORD10521,Customer_521,2023-01-22 17:00:00,Electronics,5,62.93,314.65,United Kingdom
ORD10979,Customer_979,2023-02-10 19:00:00,Books,5,460.08,1254.8823322932917,United Kingdom
ORD12456,Customer_2456,2023-04-13 08:00:00,Home,2,31.28,1254.8823322932917,United States
ORD10093,Customer_93,2023-01-04 21:00:00,Books,2,203.13,406.26,Canada
ORD12171,Customer_2171,2023-04-01 11:00:00,Electronics,4,78.85,315.4,United Kingdom
ORD11073,Customer_1073,2023-02-14 17:00:01,Books,6,102.51,615.0600000000001,Canada
ORD12225,Customer_2225,2023-04-03 17:00:00,Electronics,6,221.18,1327.08,United Kingdom
ORD11462,Customer_1462,2023-03-02 22:00:00,Books,8,461.36,3690.88,United States
ORD11361,Customer_1361,2023-02-26 17:00:00,Books,2,300.42,600.84,Canada
ORD10495,Customer_495,2023-01-21 15:00:00,Electronics,2,424.37,848.74,United States
ORD11114,Customer_1114,2023-02-16 10:00:00,Books,1,136.77,136.77,U.K.
ORD11864,Customer_1864,2023-03-19 16:00:00,Home,4,368.2,1472.8,Canada
ORD11255,Customer_1255,2023-02-22 07:00:00,Sports,8,434.45,1254.8823322932917,Canada
ORD10900,Customer_900,2023-02-07 12:00:00,Books,1,65.52,65.52,Germany
ORD11110,Customer_1110,2023-02-16 06:00:01,Electronics,10,436.14,4361.4,U.K.
ORD11795,Customer_1795,2023-03-16 19:00:01,Sports,1,337.94,337.94,France
ORD10856,Customer_856,2023-02-05 16:00:00,Books,1,242.94,242.94,United States
ORD10457,Customer_457,2023-01-20 01:00:00,Books,1,124.21,124.21,United States
ORD10221,Customer_221,2023-01-10 05:00:00,Electronics,2,319.05,638.1,Germany
ORD10679,Customer_679,2023-01-29 07:00:00,Sports,8,130.32,1042.56,United Kingdom
ORD10175,Customer_175,2023-01-08 07:00:00,Clothing,2,469.09,938.18,United States
ORD10912,Customer_912,2023-02-08 00:00:00,Books,4,271.09,1084.36,France
ORD12386,Customer_2386,2023-04-10 10:00:00,Home,8,393.15,3145.2,Germany
ORD12144,Customer_2144,2023-03-31 08:00:00,Sports,7,319.74,2238.1800000000003,France
ORD11989,Customer_1989,2023-03-24 21:00:00,Clothing,4,349.33,1397.32,United Kingdom
ORD10439,Customer_439,2023-01-19 07:00:00,Electronics,9,243.83,2194.4700000000003,France
ORD10436,Customer_436,2023-01-19 04:00:00,Clothing,3,206.88,620.64,United Kingdom
ORD10834,Customer_834,2023-02-04 18:00:00,Sports,6,377.48,2264.88,Canada
ORD11943,Customer_1943,2023-03-22 23:00:00,Home,8,230.53,1254.8823322932917,United States
ORD12077,Customer_2077,2023-03-28 13:00:00,Electronics,9,18.68,168.12,Germany
ORD10916,Customer_916,2023-02-08 04:00:00,Books,6,203.1,1218.6,Canada
ORD11562,Customer_1562,2023-03-07 02:00:00,Sports,3,294.0,882.0,France
ORD10070,Customer_70,2023-01-03 22:00:00,Electronics,2,300.46,600.92,Germany
ORD10239,Customer_239,2023-01-10 23:00:00,Sports,3,288.59,865.77,Canada
ORD11829,Customer_1829,2023-03-18 05:00:00,Clothing,6,185.78,1114.68,France
ORD10044,Customer_44,2023-01-02 20:00:00,Clothing,7,204.5,1431.5,France
ORD10056,Customer_56,2023-01-03 08:00:00,Home,2,89.64,179.28,United Kingdom
ORD10911,Customer_911,2023-02-07 23:00:00,Books,5,374.28,1871.4,Germany
ORD11437,Customer_1437,2023-03-01 21:00:00,Electronics,4,261.29,1045.16,United States
ORD12422,Customer_2422,2023-04-11 22:00:00,Books,1,253.79,253.79,United States
ORD11690,Customer_1690,2023-03-12 10:00:01,Electronics,9,466.98,4202.82,United Kingdom
ORD10073,Customer_73,2023-01-04 01:00:00,Clothing,9,440.6,3965.4,Canada
ORD10321,Customer_321,2023-01-14 09:00:00,Clothing,3,17.16,51.48,United Kingdom
ORD12015,Customer_2015,2023-03-25 23:00:00,Electronics,4,215.55,862.2,Canada
ORD11465,Customer_1465,2023-03-03 01:00:00,Books,1,111.97,111.97,United States
ORD12325,Customer_2325,2023-04-07 21:00:00,Books,2,127.93,255.86,United Kingdom
ORD11783,Customer_1783,2023-03-16 07:00:00,Sports,6,325.1,1950.6,United States
ORD11508,Customer_1508,2023-03-04 20:00:00,Electronics,7,90.82,635.74,France
ORD11125,Customer_1125,2023-02-16 21:00:00,Books,4,271.73,1254.8823322932917,United Kingdom
ORD10907,Customer_907,2023-02-07 19:00:00,Books,9,262.5,2362.5,United States
ORD11491,Customer_1491,2023-03-04 03:00:00,Clothing,1,103.21,103.21,U.K.
ORD10670,Customer_670,2023-01-28 22:00:00,Books,6,186.59,1119.54,United Kingdom
ORD10124,Customer_124,2023-01-06 04:00:00,Electronics,3,43.37,130.11,United Kingdom
ORD11918,Customer_1918,2023-03-21 22:00:01,Sports,6,240.95,1445.6999999999998,Canada
ORD10411,Customer_411,2023-01-18 03:00:01,Clothing,8,12.52,100.16,Canada
ORD10765,Customer_765,2023-02-01 21:00:00,Home,5,251.26,1256.3,U.K.
ORD11426,Customer_1426,2023-03-01 10:00:01,Home,6,420.82,2524.92,United States
ORD11097,Customer_1097,2023-02-15 17:00:00,Electronics,9,168.92,1520.28,Germany
ORD11861,Customer_1861,2023-03-19 13:00:00,Home,2,100.37,1254.8823322932917,U.K.
ORD11798,Customer_1798,2023-03-16 22:00:00,Electronics,9,155.48,1399.32,United Kingdom
ORD10141,Customer_141,2023-01-06 21:00:00,Sports,9,420.25,3782.25,United States
ORD11269,Customer_1269,2023-02-22 21:00:00,Sports,5,221.29,1106.45,United Kingdom
ORD11189,Customer_1189,2023-02-19 13:00:00,Home,5,68.57,342.85,Germany
ORD12236,Customer_2236,2023-04-04 04:00:00,Home,2,345.75,691.5,United States
ORD11784,Customer_1784,2023-03-16 08:00:01,Home,8,383.64,3069.12,Canada
ORD10874,Customer_874,2023-02-06 10:00:00,Electronics,4,132.94,531.76,United Kingdom
ORD11950,Customer_1950,2023-03-23 06:00:00,Electronics,6,191.0,1146.0,Germany
ORD11780,Customer_1780,2023-03-16 04:00:00,Home,2,114.39,228.78,France
ORD11316,Customer_1316,2023-02-24 20:00:00,Home,3,336.8,1010.4,United Kingdom
ORD10194,Customer_194,2023-01-09 02:00:00,Home,3,329.96,989.88,Germany
ORD11771,Customer_1771,2023-03-15 19:00:00,Electronics,5,410.89,2054.45,Germany
ORD10460,Customer_460,2023-01-20 04:00:00,Electronics,8,433.11,3464.88,United States
ORD12028,Customer_2028,2023-03-26 12:00:00,Books,5,447.02,2235.1,United Kingdom
ORD12071,Customer_2071,2023-03-28 07:00:00,Home,7,496.39,3474.73,United States
ORD10535,Customer_535,2023-01-23 07:00:00,Sports,5,272.13,1360.65,Germany
ORD12153,Customer_2153,2023-03-31 17:00:00,Home,6,361.87,2171.2200000000003,United Kingdom
ORD12287,Customer_2287,2023-04-06 07:00:00,Clothing,6,462.35,2774.1000000000004,Germany
ORD11113,Customer_1113,2023-02-16 09:00:00,Books,9,202.53,1822.77,United States
ORD10063,Customer_63,2023-01-03 15:00:00,Clothing,3,188.19,564.5699999999999,United States
ORD10810,Customer_810,2023-02-03 18:00:00,Home,5,38.08,190.4,Germany
ORD11754,Customer_1754,2023-03-15 02:00:00,Books,5,288.05,1440.25,U.K.
ORD11225,Customer_1225,2023-02-21 01:00:00,Home,6,134.45,806.6999999999999,France
ORD11645,Customer_1645,2023-03-10 13:00:00,Electronics,3,491.31,1473.93,U.K.
ORD11237,Customer_1237,2023-02-21 13:00:00,Electronics,8,214.99,1719.92,Canada
ORD11879,Customer_1879,2023-03-20 07:00:00,Sports,1,220.15,220.15,United States
ORD11325,Customer_1325,2023-02-25 05:00:00,Books,1,117.73,117.73,Canada
ORD12370,Customer_2370,2023-04-09 18:00:00,Sports,2,311.96,623.92,U.K.
ORD12444,Customer_2444,2023-04-12 20:00:00,Home,7,466.99,3268.9300000000003,Germany
ORD11871,Customer_1871,2023-03-19 23:00:00,Sports,8,473.2,3785.6,United States
ORD10296,Customer_296,2023-01-13 08:00:00,Sports,9,145.01,1305.09,Canada
ORD10422,Customer_422,2023-01-18 14:00:00,Clothing,5,302.94,1514.7,United States
ORD12129,Customer_2129,2023-03-30 17:00:00,Clothing,2,14.96,29.92,United States
ORD11261,Customer_1261,2023-02-22 13:00:00,Electronics,4,455.77,1823.08,United States
ORD11064,Customer_1064,2023-02-14 08:00:00,Electronics,5,355.75,1778.75,Canada
ORD11084,Customer_1084,2023-02-15 04:00:00,Home,3,132.93,398.79,Germany
ORD10029,Customer_29,2023-01-02 05:00:00,Home,7,238.7,1670.9,U.K.
ORD11904,Customer_1904,2023-03-21 08:00:00,Home,9,366.49,3298.41,Germany
ORD11666,Customer_1666,2023-03-11 10:00:00,Electronics,6,453.18,2719.08,United States
ORD10829,Customer_829,2023-02-04 13:00:00,Electronics,1,136.16,136.16,Canada
ORD12438,Customer_2438,2023-04-12 14:00:00,Clothing,5,185.91,929.55,Canada
ORD11991,Customer_1991,2023-03-24 23:00:00,Electronics,3,466.51,1399.53,United States
ORD10581,Customer_581,2023-01-25 05:00:00,Sports,6,30.94,185.64,France
ORD10809,Customer_809,2023-02-03 17:00:00,Sports,6,246.31,1477.86,Canada
ORD10170,Customer_170,2023-01-08 02:00:00,Electronics,7,231.08,1617.5600000000002,Canada
ORD10790,Customer_790,2023-02-02 22:00:00,Books,4,68.36,273.44,United States
ORD10043,Customer_43,2023-01-02 19:00:00,Clothing,1,234.15,234.15,Canada
ORD10087,Customer_87,2023-01-04 15:00:00,Electronics,6,160.42,962.52,Germany
ORD11701,Customer_1701,2023-03-12 21:00:00,Home,6,482.6,2895.6000000000004,Canada
ORD12344,Customer_2344,2023-04-08 16:00:01,Clothing,5,67.18,335.90000000000003,Germany
ORD12459,Customer_2459,2023-04-13 11:00:00,Clothing,8,378.65,3029.2,France
ORD11831,Customer_1831,2023-03-18 07:00:00,Clothing,7,296.35,2074.4500000000003,Canada
ORD10498,Customer_498,2023-01-21 18:00:00,Electronics,1,194.44,194.44,United Kingdom
ORD10332,Customer_332,2023-01-14 20:00:00,Electronics,4,334.66,1338.64,United States
ORD10688,Customer_688,2023-01-29 16:00:01,Electronics,7,148.36,1038.52,United States
ORD10430,Customer_430,2023-01-18 22:00:00,Clothing,7,116.68,816.76,United States
ORD11281,Customer_1281,2023-02-23 09:00:00,Clothing,1,155.26,155.26,Germany
ORD10949,Customer_949,2023-02-09 13:00:00,Electronics,4,406.2,1624.8,U.K.
ORD11830,Customer_1830,2023-03-18 06:00:01,Books,3,269.34,808.02,United Kingdom
ORD10719,Customer_719,2023-01-30 23:00:00,Clothing,2,400.19,800.38,United Kingdom
ORD10149,Customer_149,2023-01-07 05:00:00,Home,2,303.02,606.04,United Kingdom
ORD10507,Customer_507,2023-01-22 03:00:00,Home,4,378.9,1515.6,Germany
ORD10931,Customer_931,2023-02-08 19:00:00,Electronics,1,207.16,207.16,United Kingdom
ORD10134,Customer_134,2023-01-06 14:00:00,Books,2,17.02,34.04,France
ORD11151,Customer_1151,2023-02-17 23:00:00,Clothing,1,25.87,25.87,United States
ORD10045,Customer_45,2023-01-02 21:00:00,Electronics,6,233.14,1398.84,France
ORD12338,Customer_2338,2023-04-08 10:00:00,Sports,3,300.89,902.67,Germany
ORD11788,Customer_1788,2023-03-16 12:00:00,Sports,1,68.53,68.53,United States
ORD11110,Customer_1110,2023-02-16 06:00:00,Electronics,9,436.14,1254.8823322932917,U.K.
ORD10798,Customer_798,2023-02-03 06:00:00,Books,1,371.98,371.98,Germany
ORD12200,Customer_2200,2023-04-02 16:00:01,Books,2,174.81,349.62,United States
ORD11547,Customer_1547,2023-03-06 11:00:00,Home,4,11.81,47.24,Canada
ORD10748,Customer_748,2023-02-01 04:00:00,Electronics,2,156.84,313.68,United States
ORD12072,Customer_2072,2023-03-28 08:00:00,Books,6,352.19,2113.14,Germany
ORD11567,Customer_1567,2023-03-07 07:00:00,Clothing,6,47.63,285.78000000000003,France
ORD12308,Customer_2308,2023-04-07 04:00:00,Home,5,123.98,619.9,United States
ORD12382,Customer_2382,2023-04-10 06:00:00,Home,8,242.61,1940.88,United States
ORD10944,Customer_944,2023-02-09 08:00:00,Books,7,110.94,776.5799999999999,France
ORD12293,Customer_2293,2023-04-06 13:00:00,Home,2,318.97,637.94,France
ORD10414,Customer_414,2023-01-18 06:00:00,Electronics,4,344.5,1378.0,United States
ORD10602,Customer_602,2023-01-26 02:00:00,Sports,2,228.27,456.54,France
ORD10173,Customer_173,2023-01-08 05:00:00,Home,5,232.6,1163.0,Germany
ORD10178,Customer_178,2023-01-08 10:00:00,Sports,7,380.81,2665.67,France
ORD10940,Customer_940,2023-02-09 04:00:00,Clothing,9,230.64,2075.76,Canada
ORD11851,Customer_1851,2023-03-19 03:00:00,Electronics,1,229.2,229.2,Canada
ORD12319,Customer_2319,2023-04-07 15:00:00,Books,8,283.89,2271.12,France
ORD10211,Customer_211,2023-01-09 19:00:00,Home,3,393.0,1179.0,France
ORD11375,Customer_1375,2023-02-27 07:00:00,Clothing,6,377.28,2263.68,France
ORD11266,Customer_1266,2023-02-22 18:00:01,Books,5,270.42,1352.1,United Kingdom
ORD11877,Customer_1877,2023-03-20 05:00:00,Home,7,99.95,1254.8823322932917,Germany
ORD10387,Customer_387,2023-01-17 03:00:00,Clothing,8,22.53,180.24,United States
ORD11264,Customer_1264,2023-02-22 16:00:00,Electronics,4,61.16,244.64,U.K.
ORD11098,Customer_1098,2023-02-15 18:00:00,Home,6,476.55,2859.3,United Kingdom
ORD10787,Customer_787,2023-02-02 19:00:00,Home,9,415.56,3740.04,United States
ORD11616,Customer_1616,2023-03-09 08:00:00,Home,8,131.91,1055.28,United Kingdom
ORD10152,Customer_152,2023-01-07 08:00:00,Electronics,2,476.68,953.36,United States
ORD10486,Customer_486,2023-01-21 06:00:01,Electronics,4,428.09,1712.36,United States
ORD12469,Customer_2469,2023-04-13 21:00:00,Electronics,4,213.48,853.92,Canada
ORD11286,Customer_1286,2023-02-23 14:00:00,Books,3,228.62,685.86,United States
ORD11411,Customer_1411,2023-02-28 19:00:00,Books,7,102.83,719.81,Germany
ORD10782,Customer_782,2023-02-02 14:00:00,Electronics,3,427.19,1281.57,United Kingdom
ORD11689,Customer_1689,2023-03-12 09:00:00,Sports,1,467.45,467.45,Canada
ORD11708,Customer_1708,2023-03-13 04:00:00,Clothing,1,259.49,259.49,Canada
ORD11034,Customer_1034,2023-02-13 02:00:00,Home,8,64.46,515.68,United States
ORD11700,Customer_1700,2023-03-12 20:00:00,Home,8,481.48,3851.84,Germany
ORD11953,Customer_1953,2023-03-23 09:00:00,Clothing,7,14.91,104.37,United Kingdom
ORD10889,Customer_889,2023-02-07 01:00:00,Home,6,263.15,1578.9,Canada
ORD11557,Customer_1557,2023-03-06 21:00:00,Books,7,468.36,3278.52,United States
ORD11476,Customer_1476,2023-03-03 12:00:00,Clothing,1,11.14,11.14,Canada
ORD12322,Customer_2322,2023-04-07 18:00:00,Sports,5,489.84,2449.2,United States
ORD10486,Customer_486,2023-01-21 06:00:00,Electronics,5,428.09,2140.45,United States
ORD10402,Customer_402,2023-01-17 18:00:00,Electronics,3,428.13,1284.39,U.K.
ORD10411,Customer_411,2023-01-18 03:00:00,Clothing,7,12.52,87.64,Canada
ORD12453,Customer_2453,2023-04-13 05:00:00,Home,5,307.66,1538.3000000000002,United Kingdom
ORD11938,Customer_1938,2023-03-22 18:00:00,Home,8,462.36,3698.88,Germany
ORD10282,Customer_282,2023-01-12 18:00:00,Electronics,4,454.93,1819.72,Germany
ORD10469,Customer_469,2023-01-20 13:00:01,Home,10,268.51,2685.1,Canada
ORD12387,Customer_2387,2023-04-10 11:00:00,Books,2,105.73,211.46,Germany
ORD10506,Customer_506,2023-01-22 02:00:00,Home,1,412.89,412.89,United States
ORD12421,Customer_2421,2023-04-11 21:00:00,Clothing,8,54.34,434.72,U.K.
ORD10254,Customer_254,2023-01-11 14:00:00,Electronics,2,298.62,597.24,France
ORD11833,Customer_1833,2023-03-18 09:00:00,Clothing,9,177.07,1593.63,United Kingdom
ORD10759,Customer_759,2023-02-01 15:00:00,Clothing,9,173.49,1561.41,France
ORD10819,Customer_819,2023-02-04 03:00:00,Home,1,100.05,100.05,Canada
ORD10168,Customer_168,2023-01-08 00:00:00,Electronics,3,452.35,1357.0500000000002,France
ORD10318,Customer_318,2023-01-14 06:00:00,Clothing,9,388.61,3497.49,United States
ORD12290,Customer_2290,2023-04-06 10:00:00,Home,4,24.92,99.68,Canada
ORD10817,Customer_817,2023-02-04 01:00:00,Electronics,3,69.49,208.47,U.K.
ORD11961,Customer_1961,2023-03-23 17:00:00,Books,4,200.86,803.44,United States
ORD10135,Customer_135,2023-01-06 15:00:00,Books,3,244.38,733.14,Canada
ORD11229,Customer_1229,2023-02-21 05:00:00,Sports,3,142.86,428.58,Canada
ORD11886,Customer_1886,2023-03-20 14:00:00,Electronics,7,70.61,494.27,United States
ORD12340,Customer_2340,2023-04-08 12:00:00,Books,6,207.65,1245.9,United States
ORD11187,Customer_1187,2023-02-19 11:00:00,Books,3,94.78,284.34000000000003,U.K.
ORD12176,Customer_2176,2023-04-01 16:00:00,Electronics,4,460.19,1840.76,Germany
ORD11652,Customer_1652,2023-03-10 20:00:00,Books,2,302.84,605.68,United Kingdom
ORD10802,Customer_802,2023-02-03 10:00:00,Home,9,104.51,940.59,Germany
ORD10976,Customer_976,2023-02-10 16:00:00,Sports,7,128.71,900.97,United States
ORD11307,Customer_1307,2023-02-24 11:00:00,Electronics,2,155.3,310.6,United Kingdom
ORD12147,Customer_2147,2023-03-31 11:00:00,Sports,7,458.81,3211.67,France
ORD10210,Customer_210,2023-01-09 18:00:00,Books,9,172.67,1554.03,Canada
ORD11809,Customer_1809,2023-03-17 09:00:00,Electronics,5,452.41,2262.05,United Kingdom
ORD11718,Customer_1718,2023-03-13 14:00:00,Clothing,8,111.33,890.64,United Kingdom
ORD10932,Customer_932,2023-02-08 20:00:00,Clothing,2,156.02,312.04,Germany
ORD11487,Customer_1487,2023-03-03 23:00:00,Home,7,310.7,2174.9,United States
ORD12246,Customer_2246,2023-04-04 14:00:00,Clothing,8,473.83,3790.64,Germany
ORD12395,Customer_2395,2023-04-10 19:00:00,Books,8,217.12,1736.96,United States
ORD10990,Customer_990,2023-02-11 06:00:00,Clothing,9,144.25,1298.25,United States
ORD11036,Customer_1036,2023-02-13 04:00:00,Clothing,5,366.17,1830.85,Germany
ORD11900,Customer_1900,2023-03-21 04:00:00,Sports,4,197.86,791.44,Germany
ORD10410,Customer_410,2023-01-18 02:00:00,Clothing,9,96.79,871.11,U.K.
ORD11228,Customer_1228,2023-02-21 04:00:00,Books,7,360.53,2523.71,United States
ORD10298,Customer_298,2023-01-13 10:00:00,Home,4,69.63,278.52,United States
ORD11378,Customer_1378,2023-02-27 10:00:00,Electronics,8,37.98,303.84,United Kingdom
ORD12467,Customer_2467,2023-04-13 19:00:01,Home,8,401.48,3211.84,United States
ORD12375,Customer_2375,2023-04-09 23:00:00,Sports,6,386.86,2321.16,Canada
ORD11033,Customer_1033,2023-02-13 01:00:00,Books,7,219.16,1534.12,Canada
ORD12003,Customer_2003,2023-03-25 11:00:00,Electronics,4,96.46,385.84,France
ORD11759,Customer_1759,2023-03-15 07:00:01,Clothing,9,491.6,4424.400000000001,Germany
ORD10199,Customer_199,2023-01-09 07:00:00,Home,8,484.22,3873.76,Canada
ORD11029,Customer_1029,2023-02-12 21:00:00,Electronics,3,380.89,1142.67,Canada
ORD11854,Customer_1854,2023-03-19 06:00:00,Electronics,9,439.88,3958.92,Germany
ORD10289,Customer_289,2023-01-13 01:00:00,Home,9,39.84,358.56000000000006,Canada
ORD10246,Customer_246,2023-01-11 06:00:00,Home,7,290.18,2031.26,Germany
ORD12151,Customer_2151,2023-03-31 15:00:00,Home,9,341.96,3077.64,France
ORD11477,Customer_1477,2023-03-03 13:00:00,Sports,5,492.13,2460.65,United States
ORD10707,Customer_707,2023-01-30 11:00:00,Books,6,248.82,1492.92,United States
ORD11565,Customer_1565,2023-03-07 05:00:00,Electronics,5,13.45,67.25,Germany
ORD11710,Customer_1710,2023-03-13 06:00:00,Clothing,2,209.38,418.76,Canada
ORD11364,Customer_1364,2023-02-26 20:00:00,Sports,2,237.17,474.34,Canada
ORD10620,Customer_620,2023-01-26 20:00:00,Sports,6,370.01,2220.06,United States
ORD11099,Customer_1099,2023-02-15 19:00:00,Clothing,4,413.59,1654.36,United States
ORD11963,Customer_1963,2023-03-23 19:00:00,Sports,9,17.69,159.21,France
